student_id,policy,prec,rec,ndcg
S000,baseline,0.3333333333333333,0.3333333333333333,0.46927872602275644
S000,cf,1.0,1.0,1.0
S000,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S000,hybrid,1.0,1.0,1.0
S001,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S001,cf,0.6666666666666666,0.6666666666666666,0.7653606369886217
S001,logreg,0.6666666666666666,0.6666666666666666,0.7039180890341347
S001,hybrid,0.6666666666666666,0.6666666666666666,0.7039180890341347
S002,baseline,0.6666666666666666,0.6666666666666666,0.7039180890341347
S002,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S002,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S002,hybrid,0.6666666666666666,0.6666666666666666,0.7653606369886217
S003,baseline,0.3333333333333333,0.3333333333333333,0.46927872602275644
S003,cf,0.6666666666666666,0.6666666666666666,0.7653606369886217
S003,logreg,1.0,1.0,1.0
S003,hybrid,1.0,1.0,1.0
S004,baseline,0.3333333333333333,0.3333333333333333,0.23463936301137822
S004,cf,0.6666666666666666,0.6666666666666666,0.7039180890341347
S004,logreg,0.6666666666666666,0.6666666666666666,0.7653606369886217
S004,hybrid,0.6666666666666666,0.6666666666666666,0.7039180890341347
S005,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S005,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S005,logreg,0.3333333333333333,0.3333333333333333,0.46927872602275644
S005,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S006,baseline,1.0,1.0,1.0
S006,cf,1.0,1.0,1.0
S006,logreg,1.0,1.0,1.0
S006,hybrid,1.0,1.0,1.0
S007,baseline,0.0,0.0,0.0
S007,cf,0.0,0.0,0.0
S007,logreg,0.3333333333333333,0.3333333333333333,0.2960819109658652
S007,hybrid,0.3333333333333333,0.3333333333333333,0.23463936301137822
S008,baseline,0.0,0.0,0.0
S008,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S008,logreg,0.6666666666666666,0.6666666666666666,0.5307212739772434
S008,hybrid,0.3333333333333333,0.3333333333333333,0.2960819109658652
S009,baseline,0.6666666666666666,0.6666666666666666,0.7039180890341347
S009,cf,0.3333333333333333,0.3333333333333333,0.46927872602275644
S009,logreg,0.6666666666666666,0.6666666666666666,0.7039180890341347
S009,hybrid,0.3333333333333333,0.3333333333333333,0.46927872602275644
S010,baseline,0.6666666666666666,0.6666666666666666,0.7653606369886217
S010,cf,0.6666666666666666,0.6666666666666666,0.7653606369886217
S010,logreg,1.0,1.0,1.0
S010,hybrid,1.0,1.0,1.0
S011,baseline,0.6666666666666666,0.6666666666666666,0.7039180890341347
S011,cf,1.0,1.0,1.0
S011,logreg,1.0,1.0,1.0
S011,hybrid,1.0,1.0,1.0
